name,command,numeber_of_execution,buildable,category,dockerfile_loc,from,label,env,run,volume,copy,entrypoint,cmd,workdir,user,expose,maintainer,arg,stopsignal,add,shell,total_instructions,from_cmds,label_cmds,env_cmds,run_cmds,volume_cmds,copy_cmds,entrypoint_cmds,cmd_cmds,workdir_cmds,user_cmds,expose_cmds,maintainer_cmds,arg_cmds,stopsignal_cmds,add_cmds,shell_cmds,total_cmds,cpp,java,ansic,pascal,javascript,python,cs,ruby,php,earlang,perl,sh,xml,yacc,ml,lisp,lex,asm,f90,awk,obj,tcl,sed,total_loc,apt-get,cURL,wget,yum,gitclone,npm,resource1,resource2,resource3,resource4,tot_kbs,tot_cmd_network,bitrate,average_time
docker-solr_docker-solr,docker build -t docker-solr_docker-solr docker-solr_docker-solr8.1.,10,true,application_platform,140,1,2,5,4,1,1,1,1,1,1,1,0,5,0,0,0,24,1,0,7,78,0,0,0,1,0,0,0,0,0,0,0,0,87,0,0,619,0,0,494,0,0,0,0,64,3262,55,0,0,0,0,0,0,0,0,0,0,4494,2,0,6,0,0,0,56.3,125,171008,0,171189.3,8,2390,875
docker_distribution-library-image,docker build -t docker_distribution-library-image distribution-library-imageamd64.,10,true,other,17,1,0,0,1,1,3,1,1,0,0,1,0,0,0,0,0,9,1,0,8,97,0,0,0,2,1,0,1,0,0,0,0,0,110,0,0,24,0,0,0,0,0,0,0,64,1568,1370,0,0,0,0,1637,0,0,0,0,0,4663,0,0,0,0,0,0,0,0,0,0,0,0,2390,36
eclipse_mosquitto,docker build -t eclipse_mosquitto eclipse_mosquittodocker1.6.,10,true,web_component,92,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,9,2,0,4,17,0,3,1,1,1,1,0,1,0,0,0,0,31,1716,461,164569,0,2896,10848,0,0,0,0,134,1640,5554,0,0,0,0,0,0,0,0,0,0,187818,0,0,3,0,0,0,597,597,0,0,1194,3,2390,277
erlang_docker-erlang-otp,docker build -t erlang_docker-erlang-otp erlang_docker-erlang-otp23.,10,true,language,68,1,1,2,3,0,0,0,1,0,0,0,0,0,0,0,0,8,1,1,3,54,0,0,0,1,0,0,0,0,0,0,0,0,60,51890,8061,392151,3435,733,5195,0,0,2,1493377,4327,12149,407745,0,0,9684,0,3586,0,0,0,0,72,2392407,3,3,0,0,0,0,941.5,372,180224,0,181537.5,6,2390,1230
fluent_fluentd-docker-image,docker build -t fluent_fluentd-docker-image fluent_fluentd-docker-imagev1.10debian.,10,true,other,64,1,2,3,2,0,2,1,1,0,1,1,0,0,0,0,0,14,1,2,3,42,0,2,3,1,0,1,1,0,0,0,0,0,56,26104,0,1464140,0,0,24905,0,0,0,0,9303,26780,1709,0,0,2,0,12869,0,0,1463,0,0,1567275,3,0,3,0,0,0,85.8,439,0,0,524.8,6,2390,377
friendica_docker,docker build -t friendica_docker friendica_docker2019.12apache.,10,true,application_platform,128,1,0,3,6,1,2,1,1,0,0,0,0,0,0,0,0,15,1,2,3,42,0,2,3,1,0,1,1,0,0,0,0,0,56,0,0,619,0,0,457,0,0,61,0,64,945,0,0,0,0,0,0,0,0,0,0,0,2146,4,4,0,0,0,0,40038.4,30003.2,125,0,70166.6,8,2390,756
fsprojects_docker-fsharp,docker build -t fsprojects_docker-fsharp fsprojects_docker-fsharp10.7.0netcore.,10,true,language,41,1,1,2,3,0,0,0,1,1,0,0,0,0,0,0,0,9,1,0,3,82,1,2,1,1,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,3080,0,0,0,64,775,174086,0,1007,0,0,0,0,0,0,0,0,179012,2,1,0,0,0,0,110592,0,0,0,110592,3,2390,1217
geonetwork_docker-geonetwork,docker build -t geonetwork_docker-geonetwork geonetwork_docker-geonetwork3.8.3.,10,true,application_platform,24,1,0,5,1,0,1,1,1,1,0,0,0,0,0,0,0,11,1,1,4,33,0,0,0,2,1,0,0,0,0,0,0,0,42,0,330,0,0,290470,0,0,0,0,0,0,225,187231,0,0,0,0,0,0,0,0,0,0,478256,0,1,0,0,0,0,204800,0,0,0,204800,1,2390,1181
hashicorp_docker-vault,docker build -t hashicorp_docker-vault hashicorp_docker-vault0.X.,10,true,other,80,1,0,0,3,2,1,1,1,0,0,1,0,1,0,0,0,11,1,0,0,44,2,1,1,2,0,0,1,0,1,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,61,0,3,0,0,0,0,48105,0,0,0,48105,3,2390,179
haskell_docker-haskell,docker build -t haskell_docker-haskell haskell_docker-haskell7.8. ,10,true,language,41,1,0,1,3,0,0,0,1,0,0,0,0,3,0,0,0,9,1,0,0,44,2,2,1,2,0,0,1,0,1,0,0,0,54,0,0,12,0,23,0,0,0,0,0,64,1051,0,0,0,9,0,0,0,0,0,0,0,1159,4,2,0,0,0,0,14131.2,0,0,0,14131.2,6,2390,399
HaxeFoundation_docker-library-haxe,docker build -t HaxeFoundation_docker-library-haxe HaxeFoundation_docker-library-haxe4.0alpine3.11.,10,true,language,94,1,0,4,2,0,0,0,1,0,0,0,0,0,0,0,0,8,1,0,1,30,0,1,0,1,0,0,0,0,3,0,0,0,37,0,0,19385,0,0,0,0,0,0,0,64,294,0,0,4924,0,0,0,0,0,0,0,0,24667,0,0,1,0,1,0,21606.4,514,0,0,22120.4,2,2390,1186
hylang_hy,docker build -t hylang_hy hylang_hy.,10,true,language,10,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,5,1,3,1,62,0,0,0,1,0,0,0,0,0,0,0,0,68,0,0,0,0,0,5089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5089,1,0,0,0,0,0,834,0,0,0,834,1,2390,527
ibmruntimes_ci.docker,docker build -t ibmruntimes_ci.docker ibmruntimes_ci.dockeribmjava8maven,10,true,language,36,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,6,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,1195,0,0,0,0,0,0,0,0,0,0,0,1195,0,0,1,0,0,0,8294.4,0,0,0,8294.4,1,2390,412
jenkinsci_docker,docker build -t jenkinsci_docker jenkinsci_docker.,10,true,application_platform,84,1,0,8,6,1,6,1,0,0,1,2,0,12,0,0,0,38,1,0,8,25,1,6,3,0,0,1,2,0,12,0,0,0,59,0,0,2457,0,0,457,0,103,0,0,281,21375,0,0,0,0,0,5171,0,0,0,0,0,29844,4,4,0,0,0,0,5.8,85.8,75571.2,0,75662.8,8,2390,996
joomla_docker-joomla,docker build -t joomla_docker-joomla joomla_docker-joomlaphp7.4apache.,10,true,application_platform,85,1,1,3,3,1,2,1,1,0,0,0,0,0,0,0,0,13,1,1,3,51,1,2,1,1,0,0,0,0,0,0,0,0,61,0,0,0,0,116135,0,0,0,385244,0,64,577,47987,0,0,0,0,0,0,0,0,0,0,550007,2,1,0,0,0,0,7782.4,0,0,0,7782.4,3,2390,307
juanluisbaptiste_docker-brew-mageia,docker build -t juanluisbaptiste_docker-brew-mageia juanluisbaptiste_docker-brew-mageiadist6armv7hl.,10,true,linux_distro,17,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,4,1,1,3,51,1,2,1,1,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,857,0,0,64,1660,0,0,0,0,0,0,0,0,0,0,0,2581,0,0,1,0,0,0,2969.6,0,0,0,2969.6,1,2390,1300
keeganwitt_docker-gradle,docker build -t keeganwitt_docker-gradle keeganwitt_docker-gradlejdk8.,10,true,other,51,1,0,2,3,1,0,0,1,1,0,0,0,1,0,0,0,10,1,0,2,33,1,0,0,1,1,0,0,0,1,0,0,0,40,0,22,0,0,0,0,0,0,0,0,0,154,2,0,0,0,0,0,0,0,0,0,0,178,2,0,1,0,0,0,99328,0,0,0,99328,3,2390,628
Lightstreamer_Docker,docker build -t Lightstreamer_Docker Lightstreamer_Docker7.1jdk11.,10,true,web_component,47,1,1,2,2,0,0,0,1,1,1,1,0,0,0,0,0,10,1,0,2,33,1,0,0,1,1,0,0,0,1,0,0,0,40,0,0,0,0,4165,0,0,0,0,0,0,788,675,0,0,0,0,0,0,0,0,0,0,5628,0,2,0,0,0,0,45568,0,0,0,45568,2,2390,1084
mongo-express_mongo-express-docker,docker build -t mongo-express_mongo-express-docker mongo-express_mongo-express-docker.,10,true,database,31,1,0,2,3,0,1,1,1,1,0,1,0,0,0,0,0,11,1,0,7,6,0,1,3,1,1,0,1,0,0,0,0,0,21,1762856,0,705114,0,1274994,82855,186,0,0,0,1141908,4982,1980,0,0,521,0,572047,0,0,0,0,5,5547448,0,0,0,0,0,1,29696,0,0,0,29696,1,2390,208
mono_docker,docker build -t mono_docker mono_docker6.8.0.96.,10,true,language,8,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,7,6,0,1,3,1,1,0,1,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,55,1,0,0,0,0,0,0,0,0,0,0,1,2390,36
nats-io_nats-streaming-docker,docker build -t nats-io_nats-streaming-docker nats-io_nats-streaming-dockeramd64.,10,true,application_platform,10,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,5,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,53,0,0,91,0,0,0,0,64,1323,0,0,0,0,0,5922,0,0,0,0,0,7453,0,0,0,0,0,0,0,0,0,0,0,0,2390,8
nginxinc_docker-nginx,docker build -t nginxinc_docker-nginxstablealpine.,10,true,web_component,110,1,1,3,1,0,0,0,1,0,0,1,0,0,1,0,0,9,1,1,3,78,0,0,0,3,0,0,1,0,0,1,0,0,88,0,0,0,0,0,0,0,0,0,0,1141908,78,0,0,0,0,0,0,0,0,0,0,0,1141986,0,0,1,0,0,0,1,0,0,0,1,1,2390,76
nodejs_docker-node,docker build -t nodejs_docker-node nodejs_docker-node13alpine3.10.,10,true,web_component,100,1,0,2,2,0,1,1,1,0,0,0,0,0,0,0,0,8,1,1,3,78,0,0,0,3,0,0,1,0,0,1,0,0,88,1762856,0,705114,0,1274994,82855,186,0,0,0,0,5677,1980,0,0,521,0,572047,0,0,0,0,5,4406235,0,5,0,0,0,0,1228.8,0,0,0,1228.8,5,2390,133
OpenLiberty_ci.docker,docker build -t OpenLiberty_ci.docker OpenLiberty_ci.docker/samples/spring-petclinic.,10,true,web_component,13,2,0,0,2,0,4,0,0,0,0,0,0,2,0,0,0,10,2,0,0,4,0,3,0,0,0,0,0,0,1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,512,318,0,0,0,0,0,0,0,0,0,0,830,0,0,0,0,0,0,0,0,0,0,0,0,2390,82
orientechnologies_orientdb-docker,docker build -t orientechnologies_orientdb-docker orientechnologies_orientdb-docker3.0arm64v8openjdk-slim.,10,true,database,46,1,0,5,2,1,0,0,1,1,0,2,1,1,0,0,0,15,2,0,0,4,0,3,0,0,0,0,0,0,1,0,0,0,10,0,0,0,0,11829,0,0,0,0,0,0,172,769,0,0,0,0,0,0,0,0,0,0,12770,0,0,1,0,0,0,37990.4,0,0,0,37990.4,1,2390,429
osrf_docker_images,docker build -t osrf_docker_images osrf_docker_imagesdocker.,10,true,other,14,1,0,1,2,0,1,0,0,2,0,0,0,0,0,0,0,7,1,0,5,12,3,0,0,1,1,0,2,1,1,0,0,0,27,0,0,0,0,0,345,0,0,0,0,64,525,0,0,0,0,0,0,0,0,0,0,0,934,0,0,0,0,1,0,316.8,0,0,0,316.8,1,2390,81
Perl_docker-perl,docker build -t Perl_docker-perl Perl_docker-perl5.030.002-main-stretch.,10,true,language,29,1,1,0,1,0,1,0,1,2,0,0,0,0,0,0,0,7,1,0,1,4,0,1,0,0,2,0,0,0,0,0,0,0,9,7936,0,613460,8323,0,0,0,0,0,0,488096,39970,2411,1126,0,5,0,0,0,0,0,0,0,1161327,2,2,0,0,0,0,12392.2,0,0,0,12392.2,4,2390,1036
plone_plone.docker,docker build -t plone_plone.docker plone_plone.docker5.25.2.0python2.,10,true,application_platform,57,1,1,1,2,1,2,1,1,1,0,1,0,0,0,0,0,12,1,1,0,35,0,1,0,2,2,0,0,0,0,0,0,0,42,0,0,0,0,0,578,0,0,0,0,0,373,0,0,0,0,0,0,0,0,0,0,0,951,3,0,1,0,0,0,4300.8,0,0,0,4300.8,4,2390,1674
postfixadmin_docker,docker build -t postfixadmin_docker postfixadmin_dockerapache.,10,true,application_platform,61,1,1,3,3,0,1,1,1,0,0,0,0,2,0,0,0,13,1,6,8,24,1,2,1,3,1,0,1,0,0,0,0,0,48,0,0,0,0,5315,169,0,0,27997,0,1128,1099,72,0,0,0,0,0,0,0,0,0,0,35780,2,1,0,0,0,0,4096,0,0,0,4096,3,2390,120
Quantisan_docker-clojure,docker build -t Quantisan_docker-clojure Quantisan_docker-clojuretargetopenjdk-15-tooldeps.,10,true,language,20,1,0,4,2,0,0,0,1,1,0,0,0,0,0,0,0,9,1,1,3,33,0,1,1,1,0,0,0,0,2,0,0,0,43,0,0,1838,0,0,0,0,0,0,0,64,3940,0,0,0,0,0,4044,0,0,0,0,0,9886,0,0,1,0,0,0,1.5,0,0,0,1.5,1,2390,434
rocker-org_rocker,docker build -t rocker-org_rocker rocker-org_rockerr-ubuntu.,10,true,language,58,1,1,3,4,0,0,0,1,0,0,0,0,0,0,0,0,10,1,4,3,31,0,0,0,1,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,661,1140,0,0,0,0,0,0,0,0,0,0,0,1801,4,0,0,0,0,0,0,0,0,0,0,4,2390,732
RocketChat_Docker.Official.Image,docker build -t RocketChat_Docker.Official.Image RocketChat_Docker.Official.Image3.,10,true,application_platform,97,1,0,4,4,1,0,0,1,2,1,1,0,0,0,0,0,15,1,4,3,31,0,0,0,1,0,0,0,0,0,0,0,0,40,1762856,0,705114,0,1274994,82855,186,0,0,0,1141908,5072,1980,0,0,521,0,572047,0,0,0,0,5,5547538,5,4,0,0,0,0,30515.2,50892.8,0,0,81408,9,2390,1033
rust-lang_docker-rust,docker build -t rust-lang_docker-rust rust-lang_docker-rust1.42.0alpine3.10.,10,true,language,22,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,9,65,1,0,0,2,2,1,1,0,0,0,0,0,82,0,0,0,0,0,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,0,0,1,0,0,0,11571.2,0,0,0,0,1,2390,291
Silverpeas_docker-silverpeas-prod,docker build -t Silverpeas_docker-silverpeas-prod Silverpeas_docker-silverpeas-prod.,10,true,application_platform,127,1,1,9,8,1,3,0,1,1,0,1,1,1,0,0,0,28,1,0,4,15,0,0,0,0,0,0,0,0,0,0,0,0,20,0,578240,0,0,0,0,0,0,0,0,64,1286,195027,0,0,0,0,0,0,0,0,0,0,774617,2,0,5,0,0,0,3788.8,6860.8,108748.8,38707.2,158105.6,7,2390,2694
SonarSource_docker-sonarqube,docker build -t SonarSource_docker-sonarqube SonarSource_docker-sonarqube8community.,10,true,application_platform,64,2,0,2,2,0,2,1,1,1,0,1,0,4,0,0,0,16,1,1,9,52,3,3,0,1,1,0,2,1,1,0,0,0,75,0,0,0,0,1394,0,0,0,0,0,0,1415,152,0,0,0,0,0,0,0,0,0,0,2961,0,2,0,0,0,0,217088,0,0,0,217088,2,2390,1045
SWI-Prolog_docker-swipl,docker build -t SWI-Prolog_docker-swipl SWI-Prolog_docker-swipl8.1.15stretch.,10,true,language,69,1,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,6,2,0,12,27,0,3,1,1,1,0,1,0,4,0,0,0,52,4554,0,298,0,0,0,0,0,0,0,5853,565,0,0,0,0,0,0,0,0,0,0,0,11270,5,0,0,0,5,0,397.6,349.2,39.5,113.9,900.2,10,2390,884
TeamSpeak-Systems_teamspeak-linux-docker-images,docker build -t TeamSpeak-Systems_teamspeak-linux-docker-images TeamSpeak-Systems_teamspeak-linux-docker-imagesalpine.,10,true,application_platform,37,1,0,1,3,1,1,1,1,1,0,1,0,2,0,0,0,13,1,1,1,63,0,0,0,1,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,198,0,0,0,0,0,0,0,0,0,0,0,198,0,0,1,0,0,0,8294.4,0,0,0,8294.4,1,2390,64
tianon_docker-bash,docker build -t tianon_docker-bash tianon_docker-bash5.0.,10,true,language,122,1,0,4,1,0,1,1,1,0,0,0,0,0,0,0,0,9,1,0,1,15,1,1,1,1,1,0,3,0,2,0,0,0,27,0,0,107007,0,0,0,0,0,0,0,4291,8097,0,5401,0,0,0,48,0,23,0,0,16,124883,0,0,4,0,0,0,9932.8,50.3,0,0,9983.1,4,2390,189
TimWolla_docker-adminer,docker build -t TimWolla_docker-adminer TimWolla_docker-adminer4.,10,true,application_platform,61,1,0,3,4,0,2,1,1,1,1,1,0,0,1,0,0,16,1,0,3,37,0,2,2,5,1,1,1,0,0,1,0,0,54,0,0,0,0,1220,0,0,0,25525,0,64,420,0,0,0,0,0,0,0,0,0,0,0,27229,0,2,0,0,0,0,478,1945.6,0,0,2423.6,2,2390,328
TimWolla_docker-spiped,docker build -t TimWolla_docker-spiped TimWolla_docker-spiped1.6.,10,true,application_platform,37,1,0,3,3,1,1,1,1,1,0,0,0,0,0,0,0,12,1,0,3,37,0,2,2,5,1,1,1,0,0,1,0,0,54,0,0,6690,0,0,0,0,0,0,0,0,533,0,0,0,0,0,0,0,0,0,0,0,7223,4,1,0,0,0,0,92.2,0,0,0,92.2,5,2390,164
tomitribe_docker-tomee,docker build -t tomitribe_docker-tomee tomitribe_docker-tomeeTomEE-8.0jre8webprofile.,10,true,web_component,48,1,0,4,3,0,0,0,1,1,0,1,0,0,0,0,0,11,1,0,3,21,1,1,1,1,1,0,0,0,0,0,0,0,30,0,858,0,0,58,0,0,0,0,0,0,1301,1431,0,0,0,0,0,0,0,0,0,0,3648,0,2,0,0,0,0,41164.8,0,0,0,41164.8,2,2390,146
WASdev_ci.docker,docker build -t WASdev_ci.docker WASdev_ci.dockerbeta,10,true,other,79,2,0,0,1,0,3,0,0,0,0,0,0,1,0,0,0,7,1,7,4,40,0,1,0,3,0,1,2,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,672,264,0,0,0,0,0,0,0,0,0,0,936,2,0,1,0,0,0,88678.4,0,0,0,88678.4,3,2390,755
YOURLS_docker-yourls,docker build -t YOURLS_docker-yourls YOURLS_docker-yourlsapache.,10,true,web_component,36,1,0,2,4,0,3,1,1,0,0,0,0,0,0,0,0,12,1,7,4,40,0,1,0,3,0,1,2,0,0,0,0,0,59,0,0,0,0,854,0,0,0,20592,0,64,564,0,0,0,0,0,0,0,0,0,0,0,22074,0,0,1,0,0,0,5529.6,0,0,0,5529.6,1,2390,309
znc_znc-docker,docker build -t znc_znc-docker znc_znc-dockerfull.,10,true,application_platform,60,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,1,0,2,18,0,3,1,1,0,0,0,0,0,0,0,0,26,21269,0,0,0,0,0,0,0,0,0,358,2848,0,0,0,0,0,0,0,0,0,0,0,24475,0,2,0,0,0,0,2150.4,0,0,0,2150.4,2,2390,394
covid19-italy,docker build -t covid19-italy covid19-italy.,10,true,application_platform,17,1,0,0,2,0,2,0,1,1,0,1,1,0,0,0,0,9,1,0,0,8,0,2,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,541,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,545,0,0,3,0,0,0,7270.4,727.8,10444.8,0,18443,3,2390,656
ahawkins_docker-thrift,docker build -t ahawkins_docker-thrift ahawkins_docker-thrift0.12.,10,true,application_platform,41,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,4,1,0,1,36,0,0,0,1,0,0,0,0,0,0,0,0,39,970705,19852,18693,14438,9454,9431,9202,8381,6962,6408,3413,1497,1021,1010,962,649,336,0,0,0,0,0,0,1082414,2,1,0,0,0,0,16076.8,0,0,0,16076.8,3,2390,788
alpinelinux_docker-alpine,docker build -t alpinelinux_docker-alpine docker-alpine.,10,true,linux_distro,5,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,5,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,121,0,0,0,0,0,0,0,0,0,0,0,121,0,0,0,0,0,0,0,0,0,0,0,0,2390,33
apache_couchdb-docker,docker build -t apache_couchdb-docker apache_couchdb-docker3.0.0.,10,true,database,140,1,1,4,7,1,3,1,1,0,0,1,0,0,0,0,0,20,1,1,4,81,1,3,3,1,0,0,3,0,0,0,0,0,98,0,0,619,0,0,457,0,0,0,0,64,1090,0,0,0,0,0,0,0,0,0,0,0,2230,6,0,4,0,0,0,85.8,0.8,56.6,0.55,143.75,10,2390,220
appropriate_docker-jetty,docker build -t /repositories/appropriate_docker-jetty/9.4-jdk13,10,true,web_component,85,1,0,7,1,0,1,1,1,1,1,1,0,0,0,0,0,15,1,0,7,36,0,1,1,3,1,1,1,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,215,1399,0,0,0,0,0,0,0,0,0,0,1614,0,2,0,0,0,0,99523.2,0,0,0,99523.2,2,2390,683
backdrop-ops_backdrop-docker,docker build -t backdrop-ops_backdrop-docker backdrop-ops_backdrop-docker1apache.,10,true,application_platform,28,1,0,2,3,0,1,1,1,1,0,0,0,0,0,0,0,10,1,0,2,12,0,2,1,1,1,0,0,0,0,0,0,0,20,0,0,0,83572,14246,0,0,0,17986,0,64,1973,463,0,0,0,0,0,0,0,0,0,0,118304,2,1,0,0,0,0,32665.6,0,0,0,32665.6,3,2390,525
c0b_docker-elixir,docker build -t c0b_docker-elixir c0b_docker-elixir1.2.,10,true,language,24,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,4,1,0,2,15,0,0,0,1,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,9464,64,604,0,0,0,0,0,0,0,0,0,0,0,10132,2,1,0,0,0,0,3174.4,0,0,0,3174.4,3,2390,983
carlossg_docker-maven,docker build -t carlossg_docker-maven carlossg_docker-mavenamazoncorretto-8.,10,true,other,27,1,0,3,2,0,2,1,1,0,0,0,0,4,0,0,0,14,1,0,3,8,0,2,1,1,0,0,0,0,4,0,0,0,20,0,6,0,0,0,0,0,0,0,0,0,198,35,0,0,0,0,0,0,0,0,0,0,239,0,1,0,0,0,0,9318.4,0,0,0,9318.4,1,2390,594
composer_docker,docker build -t composer_docker composer_docker1.9.,10,true,other,64,1,0,3,4,0,1,1,1,1,0,0,0,0,0,0,0,12,1,0,3,39,1,2,2,1,1,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,4175,0,0,78,0,0,0,0,0,0,0,0,0,0,0,4253,0,1,0,0,0,0,258,0,0,0,258,1,2390,493
containous_traefik-library-image,docker build -t containous_traefik-library-image traefik-library-imagealpine.,10,true,web_component,26,1,1,0,2,0,1,1,1,0,0,1,0,0,0,0,0,8,1,6,0,14,0,1,1,1,0,0,1,0,0,0,0,0,25,0,0,0,0,2254,0,0,0,0,0,64,695,0,0,0,0,0,0,0,0,0,0,0,3013,0,0,1,0,0,0,13516.8,0,0,0,13516.8,1,2390,120
cpuguy83_docker-jruby,docker build -t cpuguy83_docker-jruby cpuguy83_docker-jruby9000jdk.,10,true,language,35,1,0,6,5,0,0,0,1,0,0,0,0,0,0,0,0,13,1,0,0,4,0,2,0,8,1,0,1,1,0,0,0,0,18,0,256465,5113,0,0,0,0,540452,0,0,0,992,30437,4843,0,0,0,0,0,0,0,40,0,838342,2,1,0,0,0,0,24985.6,0,0,0,24985.6,3,2390,510
crate_docker-crate,docker build -t crate_docker-crate crate_docker-crate.,10,true,database,84,1,1,3,6,1,5,1,1,1,0,1,0,0,0,0,0,21,1,0,11,15,0,0,0,1,0,0,0,0,0,0,0,0,28,0,0,0,0,0,377,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,403,0,5,0,0,0,0,191488,55091.2,1331.2,0,247910.4,5,2390,798
docker-flink_docker-flink,docker build -t docker-flink_docker-flink docker-flink_docker-flink1.9scala_2.12-debian.,10,true,web_component,89,1,0,6,4,0,1,1,1,1,0,1,0,0,0,0,0,16,1,8,3,32,1,5,1,1,1,0,3,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,64,924,0,0,0,0,0,0,0,0,0,0,0,988,2,0,4,0,0,0,240640,52,0,0,240692,6,2390,1079
docker-library_buildpack-deps,docker build -t docker-library_buildpack-deps docker-library_buildpack-depsbionic.,10,true,other,57,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,1,3,1,1,0,0,1,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,130,0,0,0,0,0,0,0,0,0,0,0,130,2,0,0,0,0,0,0,0,0,0,0,2,2390,261
docker-library_drupal,docker build -t docker-library_drupal docker-library_drupal7apache.,10,true,application_platform,74,1,0,2,3,0,0,0,0,1,0,0,0,0,0,0,0,7,1,0,2,47,0,0,0,0,1,0,0,0,0,0,0,0,51,0,0,0,38595,5184,0,0,0,42762,0,0,1559,441,0,0,0,0,0,0,0,0,0,0,88541,2,1,0,0,0,0,3276.8,0,0,0,3276.8,3,2390,400
docker-library_golang,docker build -t docker-library_golang docker-library_golang1.13alpine3.11,10,true,language,64,1,0,2,2,0,1,0,0,1,2,0,0,0,0,0,1,10,1,0,2,47,0,0,0,0,1,0,0,0,0,0,0,0,51,39,0,6356,0,714,357,0,0,0,0,1159,2141,623,0,0,0,0,104641,8,7,4,0,0,116049,0,0,1,0,0,0,21196.8,0,0,0,21196.8,1,2390,760
docker-library_memcached,docker build -t docker-library_memcached docker-library_memcacheddebian.,10,true,database,80,1,0,2,4,0,1,1,1,0,1,1,0,0,0,0,0,12,1,0,2,61,0,1,1,1,0,1,1,0,0,0,0,0,69,0,0,20527,0,0,422,0,0,0,0,7068,563,1638,0,0,0,0,0,0,0,0,0,0,30218,4,0,1,0,0,0,1740.8,0,0,0,524,5,2390,154
docker-library_mongo,docker build -t /repositories/docker-library_mongo/3.6,10,true,database,106,1,0,6,8,1,1,1,1,0,0,1,0,2,0,0,0,22,1,0,6,72,1,1,1,1,0,0,1,0,2,0,0,0,86,0,0,0,0,8081,0,0,0,0,0,64,944,0,0,0,0,0,0,0,0,0,0,0,9089,9,0,3,0,0,0,56.3,8089.6,0,0,8145.9,12,2390,556
docker-library_mysql,docker build -t docker-library_mysql docker-library_mysql5.7.,10,true,database,10,1,0,3,9,1,1,1,1,0,0,1,0,0,0,0,0,18,1,0,0,4,0,1,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,64,686,0,0,0,0,0,0,0,0,0,0,0,750,0,0,0,3,0,0,29.7,0,0,0,29.7,3,2390,225
docker-library_openjdk,docker build -t /repositories/docker-library_openjdk/15/jdk/alpine,10,true,language,32,1,0,5,1,0,0,0,1,0,0,0,0,0,0,0,0,8,1,0,2,61,0,1,1,1,0,1,1,0,0,0,0,0,69,1690,0,2760,0,0,0,0,0,0,0,0,411,0,0,0,0,0,0,0,0,0,0,0,4861,0,0,1,0,0,0,194560,0,0,0,194560,1,2390,603
docker-library_php,docker build -t docker-library /docker-library_php/base-images/php/7.0/fpm,10,true,language,25,1,0,0,2,0,2,0,1,0,0,1,0,0,0,0,0,7,1,0,0,4,0,1,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,64,913,0,0,0,0,0,0,0,0,0,0,0,977,2,0,0,0,0,0,0,0,0,0,0,2,2390,295
